City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,yanjiang,30.1211,104.6481,16.83,81,100,3.03,CN,1713892556
366,ibiza,38.9088,1.433,15.68,52,0,4.12,ES,1713892440
367,vyksa,55.3175,42.1744,9.45,69,26,2.87,RU,1713892737
368,tolanaro,-25.0319,46.9987,22.57,91,99,2.8,MG,1713892739
369,kununurra,-15.7667,128.7333,19.99,88,40,0.0,AU,1713892740
370,swakopmund,-22.6833,14.5333,17.34,80,38,5.01,NA,1713892740
371,aragarcas,-15.8975,-52.2508,34.36,59,20,0.0,BR,1713892740
372,luderitz,-26.6481,15.1594,17.13,82,20,5.2,NA,1713892740
373,harnosand,62.6323,17.9379,0.0,91,100,3.52,SE,1713892741
374,camalu,30.85,-116.0667,17.03,67,77,4.16,MX,1713892741
375,weihai,37.5017,122.1136,8.4,89,100,5.56,CN,1713892742
376,waingapu,-9.6567,120.2641,25.79,87,32,4.03,ID,1713892742
377,page,36.9147,-111.4558,22.88,18,0,1.79,US,1713892743
378,minas de marcona,-15.2119,-75.1103,22.64,53,46,6.75,PE,1713892745
379,prince george,53.9166,-122.753,9.03,53,0,1.79,CA,1713892746
380,charters towers,-20.1,146.2667,18.7,79,100,3.56,AU,1713892746
381,fort st. john,56.2499,-120.8529,9.94,40,40,3.6,CA,1713892504
382,ust'-uda,54.1742,103.0304,-2.31,79,38,1.58,RU,1713892749
383,turriff,57.5384,-2.4593,9.07,69,94,7.07,GB,1713892750
384,saldanha,-33.0117,17.9442,14.33,97,95,4.0,ZA,1713892750
385,uribia,11.7139,-72.266,32.81,49,100,4.84,CO,1713892751
386,sittwe,20.15,92.9,28.55,85,0,1.8,MM,1713892752
387,madera,37.1666,-119.8343,22.51,59,14,1.96,US,1713892752
388,puerto baquerizo moreno,-0.9,-89.6,29.55,66,20,6.69,EC,1713892754
389,shenjiamen,29.9576,122.298,14.75,93,52,3.05,CN,1713892755
390,okha,53.5739,142.9478,0.14,89,96,4.92,RU,1713892755
391,yemanzhelinsk,54.7547,61.3208,7.3,62,38,6.98,RU,1713892734
392,key west,24.5557,-81.7826,24.9,71,100,7.54,US,1713892512
393,nchelenge,-9.3451,28.734,24.47,74,77,0.81,ZM,1713892758
394,riachao das neves,-11.7461,-44.91,34.36,35,11,1.32,BR,1713892758
395,essex,40.7834,-74.2163,20.13,38,40,5.14,US,1713892758
396,mahanoro,-19.9,48.8,25.16,85,1,2.59,MG,1713892759
397,kishtwar,33.3167,75.7667,12.34,79,91,1.71,IN,1713892759
398,uliastay,47.7417,96.8444,0.91,74,100,2.97,MN,1713892759
399,piton saint-leu,-21.2196,55.3151,23.06,88,0,2.06,RE,1713892549
400,ahmadnagar,19.0833,74.7333,31.26,31,68,4.72,IN,1713892759
401,baldwinsville,43.1587,-76.3327,19.51,31,79,1.79,US,1713892684
402,cole harbour,44.6724,-63.4751,8.31,54,40,5.14,CA,1713892760
403,burshtyn,49.2587,24.6278,8.63,79,100,4.68,UA,1713892760
404,baracoa,20.3467,-74.4958,28.79,61,25,3.53,CU,1713892760
405,papao,-17.75,-149.55,26.82,75,5,1.18,PF,1713892761
406,daru,-9.0763,143.2092,27.31,86,100,5.26,PG,1713892761
407,tovuz,40.9922,45.6289,18.87,39,1,2.9,AZ,1713892761
408,brush,40.2589,-103.6238,15.82,26,0,2.57,US,1713892762
409,esfarayen,37.0765,57.5101,11.81,64,100,5.0,IR,1713892762
410,bihpuriagaon,27.0333,93.9,22.83,73,10,3.61,IN,1713892763
411,santarem,-2.4431,-54.7083,30.07,74,75,4.12,BR,1713892636
412,icano,-28.9193,-65.3282,19.49,96,100,1.9,AR,1713892763
413,mukalla,14.5425,49.1242,27.75,71,0,0.74,YE,1713892763
414,tura,25.5198,90.2201,27.22,32,2,2.78,IN,1713892763
415,pankrushikha,53.8319,80.3406,-0.33,54,10,1.6,RU,1713892765
416,formosa do rio preto,-11.0483,-45.1931,33.24,39,25,2.37,BR,1713892766
417,jiaojiang,28.6803,121.4428,15.57,96,29,1.25,CN,1713892801
418,kavieng,-2.5744,150.7967,28.33,80,96,4.52,PG,1713892803
419,fale old settlement,-9.3852,-171.2468,29.4,75,59,3.23,TK,1713892804
420,polyarnyy,69.1989,33.4478,-0.43,88,96,10.7,RU,1713892804
421,karak city,31.1637,35.762,24.54,15,4,5.19,JO,1713892839
422,mancio lima,-7.6142,-72.8958,29.04,79,75,2.06,BR,1713892839
423,kill devil hills,36.0307,-75.676,18.0,51,0,2.06,US,1713892615
424,oodweyne,9.4092,45.064,26.15,61,83,6.27,SO,1713892840
425,lazaro cardenas,17.9583,-102.2,30.2,35,94,3.4,MX,1713892840
426,dubbo,-32.25,148.6167,10.07,93,74,3.09,AU,1713892840
427,terre haute,39.4667,-87.4139,18.31,53,0,6.17,US,1713892559
428,borogontsy,62.6683,131.1683,1.13,100,100,1.95,RU,1713892774
429,kailua-kona,19.6406,-155.9956,23.98,90,75,0.0,US,1713892747
430,korla,41.7597,86.1469,21.81,20,0,2.83,CN,1713892612
431,noosa heads,-26.3833,153.15,18.95,71,65,4.4,AU,1713892840
432,kaa-khem,51.6833,94.7333,2.45,47,20,6.32,RU,1713892840
433,manokwari,-0.8667,134.0833,26.77,75,100,1.18,ID,1713892841
434,kone,-21.0595,164.8658,23.45,96,84,1.14,NC,1713892841
435,san clemente del tuyu,-36.3569,-56.7235,19.43,56,46,7.79,AR,1713892841
436,bani walid,31.7566,13.9942,19.9,32,36,6.68,LY,1713892841
437,champerico,14.3,-91.9167,34.3,69,99,3.35,GT,1713892841
438,pindwara,24.8,73.0667,28.46,26,3,1.99,IN,1713892841
439,sarakhs,36.5449,61.1577,25.37,27,55,10.85,IR,1713892841
440,princeville,45.7668,-61.2985,10.42,52,0,5.66,CA,1713892689
441,barbalha,-7.3111,-39.3042,30.89,62,20,0.0,BR,1713892878
442,qujing,25.4833,103.7833,11.08,92,11,1.28,CN,1713892879
443,san jose del cabo,23.0589,-109.6977,32.0,45,0,1.34,MX,1713892879
444,ternopil,49.5559,25.6056,8.81,79,100,3.28,UA,1713892625
445,pocone,-16.2567,-56.6228,34.6,44,2,2.75,BR,1713892667
446,torzhok,57.0436,34.9622,4.59,65,100,3.7,RU,1713892880
447,puerto armuelles,8.2833,-82.8667,31.99,64,21,3.13,PA,1713892881
448,porto novo,6.4965,2.6036,29.9,67,77,4.09,BJ,1713892882
449,howard springs,-12.497,131.047,26.95,96,67,1.07,AU,1713892883
450,gaiman,-43.2897,-65.4929,12.97,42,100,10.54,AR,1713892918
451,mollendo,-17.0231,-72.0147,21.49,79,67,4.84,PE,1713892918
452,fallon,39.4735,-118.7774,22.18,28,75,4.12,US,1713892919
453,juneau,58.3019,-134.4197,7.0,87,100,0.0,US,1713892920
454,balkashino,52.5167,68.7667,10.12,43,89,7.22,KZ,1713892920
455,cannonvale,-20.2833,148.7,22.66,81,100,6.41,AU,1713892920
456,tangalle,6.024,80.7911,27.65,85,100,1.77,LK,1713892920
457,yamagata,38.2406,140.3633,9.53,90,100,2.0,JP,1713892920
458,tereze,43.9361,42.4434,15.44,74,64,1.34,RU,1713892920
459,queenstown,-31.8976,26.8753,17.04,51,67,2.03,ZA,1713892920
460,port douglas,-16.4833,145.4667,24.65,87,100,4.38,AU,1713892921
461,mulki,13.1,74.8,30.6,79,20,1.54,IN,1713892921
462,khovd,48.0056,91.6419,3.0,83,85,4.57,MN,1713892921
463,tromso,69.6496,18.957,0.01,74,100,1.03,NO,1713892921
464,lorengau,-2.0226,147.2712,28.16,80,53,2.08,PG,1713892921
465,puerto cabello,10.4731,-68.0125,36.75,93,84,3.83,VE,1713892921
466,barcelos,41.5388,-8.6151,22.73,40,0,4.35,PT,1713892818
467,smidovich,48.6,133.8167,11.98,66,100,2.82,RU,1713892922
468,nemuro,43.3236,145.575,2.59,91,53,2.7,JP,1713892662
469,dunedin,-45.8742,170.5036,13.22,58,100,3.08,NZ,1713892656
470,singkil,-7.9855,111.4161,25.28,95,100,1.52,ID,1713892923
471,xam nua,20.4197,104.0439,22.1,83,42,1.49,LA,1713892923
472,elverum,60.8819,11.5623,5.46,61,98,3.22,NO,1713892910
473,oranjestad,12.524,-70.027,31.97,58,20,8.23,AW,1713892862
474,broken hill,-31.95,141.4333,12.34,72,96,9.85,AU,1713892756
475,luganville,-15.5333,167.1667,25.99,92,7,1.68,VU,1713892925
476,namibe,-15.1961,12.1522,24.59,76,96,3.2,AO,1713892925
477,san luis de la loma,17.2706,-100.8939,31.0,38,65,3.24,MX,1713892926
478,mount isa,-20.7333,139.5,16.87,82,2,1.54,AU,1713892927
479,yeed,4.55,43.0333,27.78,71,95,3.82,SO,1713892927
480,kittila,67.6647,24.8936,-2.44,93,100,3.6,FI,1713892928
481,peniche,39.3558,-9.3811,19.5,56,0,7.23,PT,1713892928
482,amga,60.8953,131.9608,2.1,100,100,1.79,RU,1713892928
483,copiapo,-27.3667,-70.3333,16.83,40,4,2.89,CL,1713892928
484,minot air force base,48.4209,-101.3391,10.05,25,0,4.63,US,1713892928
485,kollo,13.3043,2.339,43.24,17,81,2.95,NE,1713892928
486,nizao,18.25,-70.2,32.04,62,99,5.63,DO,1713892929
487,al ghayzah,16.2079,52.176,28.85,67,0,5.87,YE,1713892930
488,midoun,33.8081,10.9923,19.92,56,0,4.49,TN,1713892930
489,tobelo,1.7284,128.0095,27.49,83,83,3.23,ID,1713892720
490,riohacha,11.5444,-72.9072,30.06,79,40,5.14,CO,1713892745
491,matthew town,20.95,-73.6667,27.67,66,16,3.98,BS,1713892930
492,amparafaravola,-17.5833,48.2167,19.85,96,13,2.59,MG,1713892930
493,makarska,43.2969,17.0178,16.33,83,66,3.56,HR,1713892930
494,bliss corner,41.6118,-70.9384,16.85,48,0,4.47,US,1713892825
495,santa ana de yacuma,-13.75,-65.4333,31.97,70,40,3.6,BO,1713892931
496,vadso,70.0744,29.7487,-1.91,86,75,6.17,NO,1713892933
497,powell river,49.8496,-124.5361,12.8,58,75,1.54,CA,1713892933
498,happy valley-goose bay,53.3168,-60.3315,1.17,51,75,8.75,CA,1713892933
499,kruisfontein,-34.0033,24.7314,14.38,87,82,1.12,ZA,1713892933
500,newport,51.5877,-2.9984,13.16,71,95,5.13,GB,1713892933
501,beya,53.0533,90.9139,-3.0,67,90,2.97,RU,1713892968
502,najran,17.4924,44.1277,27.36,26,35,6.2,SA,1713892969
503,bandarbeyla,9.4942,50.8122,28.86,78,30,3.83,SO,1713892969
504,chabahar,25.2919,60.643,27.14,66,0,3.46,IR,1713892970
505,elliot lake,46.3834,-82.6331,11.09,81,99,3.85,CA,1713892759
506,roswell,34.0232,-84.3616,22.13,42,0,5.66,US,1713892827
507,greymouth,-42.4667,171.2,11.02,92,100,1.41,NZ,1713892970
508,parkes,-33.1333,148.1833,16.86,60,97,4.8,AU,1713892970
509,new plymouth,-39.0667,174.0833,12.12,84,52,4.28,NZ,1713892970
510,anna regina,7.2644,-58.5077,28.25,76,68,5.19,GY,1713892720
511,miquelon,47.0975,-56.3814,5.0,63,11,6.78,PM,1713892974
512,namsos,64.4662,11.4957,5.95,65,75,2.57,NO,1713892975
513,carnarvon,-24.8667,113.6333,26.27,36,99,9.4,AU,1713892978
514,shakawe,-18.3667,21.85,24.13,20,11,2.03,BW,1713892978
515,kirakira,-10.4544,161.9205,26.44,80,7,1.38,SB,1713892978
516,orangeville,43.9168,-80.0997,15.32,75,100,8.68,CA,1713892979
517,ashkasham,36.6833,71.5333,2.82,76,50,1.41,AF,1713892980
518,mata-utu,-13.2816,-176.1745,29.09,76,28,2.78,WF,1713892980
519,turgen,43.4006,77.5933,12.07,52,100,2.33,KZ,1713892980
520,grand falls-windsor,48.9332,-55.6649,8.06,35,1,3.58,CA,1713892984
521,padang,-0.9492,100.3543,27.03,93,100,2.71,ID,1713892874
522,flying fish cove,-10.4217,105.6791,26.82,89,75,4.12,CX,1713892985
523,meadow lake,34.8014,-106.5436,25.62,19,2,3.56,US,1713892985
524,nacala,-14.5428,40.6728,25.36,83,74,3.21,MZ,1713892986
525,chapayevsk,52.9771,49.7086,15.4,90,100,6.78,RU,1713892987
526,undurkhaan,47.3194,110.6556,2.83,87,16,0.39,MN,1713892987
527,port moresby,-9.4431,147.1797,25.69,90,100,2.46,PG,1713892987
528,el haouaria,37.05,11.0144,17.01,57,3,6.88,TN,1713892987
529,berriane,32.8265,3.7669,26.45,14,2,6.62,DZ,1713892987
530,az zuwaytinah,30.9522,20.1202,18.59,79,69,11.48,LY,1713892989
531,mesquite,32.7668,-96.5992,24.23,64,40,7.2,US,1713892892
532,wenchang,30.904,118.4887,15.26,80,96,0.96,CN,1713892989
533,betio village,1.358,172.9211,28.02,78,29,7.51,KI,1713892989
534,sao joao del rei,-21.1356,-44.2617,25.49,44,2,3.24,BR,1713892989
535,kidatu,-7.6992,36.9572,22.76,96,100,0.18,TZ,1713892989
536,severobaykal'sk,55.65,109.3167,-0.27,89,96,1.33,RU,1713892989
537,dalandzadgad,43.5708,104.425,14.44,21,2,9.66,MN,1713892991
538,mtwara,-10.2667,40.1833,25.46,91,99,3.91,TZ,1713892992
539,ormara,25.2088,64.6357,26.29,83,1,7.6,PK,1713892992
540,nicoya,10.1483,-85.452,35.54,32,99,3.72,CR,1713892978
541,urumqi,43.801,87.6005,18.53,30,0,1.0,CN,1713892993
542,east end,34.5507,-92.341,23.16,52,2,0.89,US,1713893028
543,lerwick,60.1545,-1.1494,7.0,61,46,9.2,GB,1713893028
544,orkney,-26.9802,26.6727,23.61,24,1,2.46,ZA,1713893028
545,launceston,-41.45,147.1667,13.42,94,100,1.54,AU,1713893029
546,debila,33.5167,6.95,27.04,19,20,4.12,DZ,1713893029
547,caninde,-4.3589,-39.3117,29.16,71,100,1.32,BR,1713893029
548,aldinga beach,-35.2793,138.4604,13.9,54,17,5.12,AU,1713893029
549,burang,30.25,81.1667,-2.08,79,61,2.27,CN,1713893029
550,tralee,52.2704,-9.7026,14.14,72,75,3.6,IE,1713893029
551,lepsy,46.235,78.9456,15.65,27,49,5.33,KZ,1713893029
